,Unnamed: 0,Work_Year,Experience_Level,Employment_Type,Job_Title,Salary,Salary_Currency,Remote_Ratio,Company_Size
3716,5007,2023,Senior-Level,Full-Time,Data Architect,134000,USD,0,Medium
3717,5008,2023,Senior-Level,Full-Time,Data Scientist,180000,USD,100,Medium
3718,5009,2023,Senior-Level,Full-Time,Data Scientist,135000,USD,100,Medium
3719,5010,2023,Senior-Level,Full-Time,Data Scientist,200000,USD,0,Medium
3720,5011,2023,Senior-Level,Full-Time,Data Scientist,120000,USD,0,Medium
3721,5014,2023,Mid-Level,Full-Time,Data Engineer,106700,USD,0,Medium
3722,5015,2023,Mid-Level,Full-Time,Data Engineer,57700,USD,0,Medium
3723,5016,2023,Senior-Level,Full-Time,Machine Learning Engineer,266400,USD,0,Medium
3724,5017,2023,Senior-Level,Full-Time,Machine Learning Engineer,173300,USD,0,Medium
3725,5018,2023,Mid-Level,Full-Time,Data Analyst,125000,USD,0,Medium
3726,5019,2023,Mid-Level,Full-Time,Data Analyst,100000,USD,0,Medium
3727,5020,2023,Senior-Level,Full-Time,Business Intelligence Engineer,165600,USD,0,Large
3728,5021,2023,Senior-Level,Full-Time,Business Intelligence Engineer,65800,USD,0,Large
3729,5022,2023,Mid-Level,Full-Time,Data Scientist,210400,USD,0,Medium
3730,5023,2023,Mid-Level,Full-Time,Data Scientist,170500,USD,0,Medium
3731,5026,2023,Mid-Level,Full-Time,Data Engineer,170000,USD,100,Medium
3732,5028,2023,Senior-Level,Full-Time,Data Scientist,185400,USD,100,Medium
3733,5029,2023,Senior-Level,Full-Time,Data Scientist,81536,USD,100,Medium
3734,5030,2023,Senior-Level,Full-Time,Data Analyst,193000,USD,0,Medium
3735,5031,2023,Senior-Level,Full-Time,Data Analyst,158000,USD,0,Medium
3736,5033,2023,Senior-Level,Full-Time,Data Engineer,100000,USD,100,Medium
3737,5040,2023,Mid-Level,Full-Time,Data Analyst,95000,USD,100,Medium
3738,5041,2023,Mid-Level,Full-Time,Data Analyst,75000,USD,100,Medium
3739,5042,2023,Mid-Level,Full-Time,Data Analyst,115000,USD,0,Medium
3740,5043,2023,Mid-Level,Full-Time,Data Analyst,105000,USD,0,Medium
3741,5045,2023,Senior-Level,Full-Time,Data Engineer,161900,USD,0,Medium
3742,5047,2023,Mid-Level,Full-Time,Data Analyst,80000,USD,100,Medium
3743,5048,2023,Senior-Level,Full-Time,Data Analyst,192500,USD,100,Medium
3744,5050,2023,Mid-Level,Full-Time,Analytics Engineer,100000,USD,0,Medium
3745,5051,2023,Mid-Level,Full-Time,Analytics Engineer,75000,USD,0,Medium
3746,5054,2023,Senior-Level,Full-Time,Machine Learning Engineer,216600,USD,0,Medium
3747,5060,2023,Senior-Level,Full-Time,Data Scientist,166000,USD,0,Medium
3748,5061,2023,Senior-Level,Full-Time,Data Scientist,73100,USD,0,Medium
3749,5064,2023,Senior-Level,Full-Time,ML Engineer,336300,USD,0,Medium
3750,5065,2023,Senior-Level,Full-Time,ML Engineer,179000,USD,0,Medium
3751,5066,2023,Senior-Level,Full-Time,Machine Learning Engineer,296400,USD,0,Medium
3752,5067,2023,Senior-Level,Full-Time,Machine Learning Engineer,159600,USD,0,Medium
3753,5072,2023,Senior-Level,Full-Time,Head of Data,258500,USD,100,Medium
3754,5073,2023,Senior-Level,Full-Time,Head of Data,226500,USD,100,Medium
3755,5074,2023,Senior-Level,Full-Time,Research Scientist,247250,USD,0,Medium
3756,5075,2023,Senior-Level,Full-Time,Research Scientist,118400,USD,0,Medium
3757,5076,2023,Mid-Level,Full-Time,BI Analyst,160000,USD,0,Medium
3758,5077,2023,Mid-Level,Full-Time,BI Analyst,140000,USD,0,Medium
3759,5079,2023,Senior-Level,Full-Time,Machine Learning Engineer,93400,USD,0,Medium
3760,5080,2023,Senior-Level,Full-Time,Data Scientist,176102,USD,100,Medium
3761,5081,2023,Senior-Level,Full-Time,Data Scientist,125787,USD,100,Medium
3762,5082,2023,Senior-Level,Full-Time,Data Scientist,219000,USD,0,Medium
3763,5083,2023,Senior-Level,Full-Time,Data Scientist,132000,USD,0,Medium
3764,5084,2023,Senior-Level,Full-Time,Data Scientist,130500,USD,0,Medium
3765,5085,2023,Senior-Level,Full-Time,Data Scientist,116000,USD,0,Medium
3766,5086,2023,Senior-Level,Full-Time,Research Scientist,323300,USD,0,Medium
3767,5087,2023,Senior-Level,Full-Time,Research Scientist,184700,USD,0,Medium
3768,5088,2023,Senior-Level,Full-Time,Machine Learning Scientist,250000,USD,0,Medium
3769,5090,2023,Mid-Level,Full-Time,Data Scientist,136000,USD,0,Medium
3770,5091,2023,Mid-Level,Full-Time,Data Scientist,91000,USD,0,Medium
3771,5094,2023,Senior-Level,Full-Time,Data Analyst,143000,USD,100,Medium
3772,5095,2023,Senior-Level,Full-Time,Data Analyst,78000,USD,100,Medium
3773,5096,2023,Entry-Level,Full-Time,Data Scientist,135000,USD,0,Medium
3774,5097,2023,Entry-Level,Full-Time,Data Scientist,110000,USD,0,Medium
3775,5098,2023,Mid-Level,Full-Time,Data Engineer,142000,USD,0,Medium
3776,5099,2023,Mid-Level,Full-Time,Data Engineer,102200,USD,0,Medium
3777,5102,2023,Senior-Level,Full-Time,BI Analyst,202000,USD,100,Medium
3778,5103,2023,Senior-Level,Full-Time,BI Analyst,147000,USD,100,Medium
3779,5106,2023,Senior-Level,Full-Time,Data Scientist,170625,USD,0,Medium
3780,5107,2023,Senior-Level,Full-Time,Data Scientist,127950,USD,0,Medium
3781,5108,2023,Mid-Level,Full-Time,Data Scientist,125787,USD,0,Medium
3782,5109,2023,Mid-Level,Full-Time,Data Scientist,88051,USD,0,Medium
3783,5110,2023,Entry-Level,Full-Time,Data Analyst,85256,USD,0,Medium
3784,5111,2023,Entry-Level,Full-Time,Data Analyst,71615,USD,0,Medium
3785,5112,2023,Entry-Level,Full-Time,Data Scientist,100000,USD,0,Large
3786,5113,2023,Mid-Level,Full-Time,Research Analyst,100000,USD,0,Small
3787,5114,2023,Executive-Level,Full-Time,Data Engineer,185000,USD,0,Medium
3788,5115,2023,Executive-Level,Full-Time,Data Engineer,125000,USD,0,Medium
3789,5116,2023,Entry-Level,Full-Time,Data Management Analyst,60000,USD,100,Medium
3790,5117,2023,Entry-Level,Full-Time,Data Management Analyst,52000,USD,100,Medium
3791,5119,2023,Senior-Level,Full-Time,Machine Learning Engineer,260000,USD,0,Medium
3792,5120,2023,Senior-Level,Full-Time,Data Scientist,225000,USD,0,Medium
3793,5122,2023,Senior-Level,Full-Time,Business Intelligence Analyst,100000,USD,100,Medium
3794,5123,2023,Senior-Level,Full-Time,Business Intelligence Analyst,80000,USD,100,Medium
3795,5124,2023,Senior-Level,Full-Time,Machine Learning Modeler,204500,USD,0,Medium
3796,5125,2023,Senior-Level,Full-Time,Machine Learning Modeler,142200,USD,0,Medium
3797,5128,2023,Senior-Level,Full-Time,Data Scientist,297300,USD,100,Medium
3798,5129,2023,Senior-Level,Full-Time,Data Scientist,198200,USD,100,Medium
3799,5130,2023,Senior-Level,Full-Time,Machine Learning Engineer,240000,USD,100,Medium
3800,5132,2023,Senior-Level,Full-Time,Business Intelligence Engineer,185000,USD,0,Large
3801,5133,2023,Senior-Level,Full-Time,Business Intelligence Engineer,79600,USD,0,Large
3802,5134,2023,Senior-Level,Full-Time,Applied Scientist,222200,USD,0,Large
3803,5136,2023,Senior-Level,Full-Time,Data Engineer,110000,USD,100,Medium
3804,5138,2023,Senior-Level,Full-Time,Machine Learning Engineer,324000,USD,0,Medium
3805,5139,2023,Senior-Level,Full-Time,Machine Learning Engineer,159000,USD,0,Medium
3806,5142,2023,Mid-Level,Full-Time,Research Analyst,71000,USD,100,Medium
3807,5143,2023,Mid-Level,Full-Time,Research Analyst,57000,USD,100,Medium
3808,5148,2023,Mid-Level,Full-Time,Data Analyst,59000,USD,100,Medium
3809,5149,2023,Mid-Level,Full-Time,Data Analyst,50000,USD,100,Medium
3810,5150,2023,Senior-Level,Full-Time,Machine Learning Engineer,234000,USD,100,Medium
3811,5151,2023,Senior-Level,Full-Time,Machine Learning Engineer,208000,USD,100,Medium
3812,5152,2023,Senior-Level,Full-Time,Analytics Engineer,187000,USD,100,Medium
3813,5153,2023,Senior-Level,Full-Time,Analytics Engineer,128000,USD,100,Medium
3814,5156,2023,Mid-Level,Contract,AI Engineer,50000,USD,100,Large
3815,5157,2023,Mid-Level,Full-Time,Data Scientist,64608,USD,100,Large
3816,5158,2023,Entry-Level,Full-Time,Data Scientist,57070,USD,50,Large
3817,5159,2023,Mid-Level,Freelance,Data Science Consultant,21000,USD,100,Small
3818,5160,2023,Mid-Level,Full-Time,Data Analyst,135000,USD,0,Medium
3819,5161,2023,Mid-Level,Full-Time,Data Analyst,120000,USD,0,Medium
3820,5162,2023,Mid-Level,Full-Time,Data Architect,150000,USD,100,Medium
3821,5163,2023,Mid-Level,Full-Time,Data Architect,140000,USD,100,Medium
3822,5166,2023,Senior-Level,Full-Time,Data Scientist,280000,USD,100,Medium
3823,5167,2023,Senior-Level,Full-Time,Data Scientist,190000,USD,100,Medium
3824,5170,2023,Mid-Level,Full-Time,Business Intelligence Engineer,44025,USD,0,Medium
3825,5174,2023,Mid-Level,Full-Time,Data Specialist,90000,USD,0,Medium
3826,5175,2023,Mid-Level,Full-Time,Data Specialist,80000,USD,0,Medium
3827,5183,2023,Mid-Level,Full-Time,Data Engineer,58300,USD,0,Medium
3828,5184,2023,Senior-Level,Full-Time,Data Analyst,145640,USD,0,Medium
3829,5185,2023,Senior-Level,Full-Time,Data Analyst,84400,USD,0,Medium
3830,5188,2023,Senior-Level,Full-Time,Data Architect,190000,USD,100,Medium
3831,5189,2023,Senior-Level,Full-Time,Data Architect,107500,USD,100,Medium
3832,5190,2023,Senior-Level,Full-Time,Data Analyst,105000,USD,0,Medium
3833,5191,2023,Senior-Level,Full-Time,Data Analyst,75000,USD,0,Medium
3834,5193,2023,Senior-Level,Full-Time,Data Analyst,98000,USD,100,Medium
3835,5196,2023,Senior-Level,Full-Time,Data Scientist,236160,USD,100,Medium
3836,5197,2023,Senior-Level,Full-Time,Data Scientist,159408,USD,100,Medium
3837,5198,2023,Senior-Level,Full-Time,Data Analyst,115000,USD,100,Medium
3838,5199,2023,Senior-Level,Full-Time,Data Analyst,85000,USD,100,Medium
3839,5200,2023,Senior-Level,Full-Time,Data Product Manager,145000,USD,0,Medium
3840,5201,2023,Senior-Level,Full-Time,Data Product Manager,120000,USD,0,Medium
3841,5202,2023,Senior-Level,Full-Time,Data Analyst,120350,USD,100,Medium
3842,5203,2023,Senior-Level,Full-Time,Data Analyst,74400,USD,100,Medium
3843,5204,2023,Senior-Level,Full-Time,Data Analyst,158494,USD,100,Medium
3844,5205,2023,Senior-Level,Full-Time,Data Analyst,88052,USD,100,Medium
3845,5206,2023,Senior-Level,Full-Time,Analytics Engineer,181500,USD,0,Medium
3846,5207,2023,Senior-Level,Full-Time,Analytics Engineer,127000,USD,0,Medium
3847,5208,2023,Mid-Level,Full-Time,Machine Learning Engineer,300000,USD,0,Medium
3848,5209,2023,Mid-Level,Full-Time,Machine Learning Engineer,260000,USD,0,Medium
3849,5212,2023,Entry-Level,Full-Time,BI Data Analyst,25000,USD,100,Medium
3850,5217,2023,Senior-Level,Full-Time,Data Engineer,205500,USD,0,Medium
3851,5218,2023,Senior-Level,Full-Time,Data Engineer,128500,USD,0,Medium
3852,5219,2023,Senior-Level,Full-Time,Data Architect,191600,USD,0,Medium
3853,5220,2023,Senior-Level,Full-Time,Data Architect,125600,USD,0,Medium
3854,5223,2023,Mid-Level,Full-Time,Data Scientist,130410,USD,0,Medium
3855,5224,2023,Mid-Level,Full-Time,Data Scientist,92000,USD,0,Medium
3856,5225,2023,Senior-Level,Full-Time,Data Scientist,183900,USD,0,Medium
3857,5226,2023,Senior-Level,Full-Time,Data Scientist,108800,USD,0,Medium
3858,5228,2023,Senior-Level,Full-Time,Machine Learning Engineer,121200,USD,0,Medium
3859,5231,2023,Senior-Level,Full-Time,Data Scientist,231250,USD,0,Medium
3860,5232,2023,Senior-Level,Full-Time,Data Scientist,111000,USD,0,Medium
3861,5233,2023,Senior-Level,Full-Time,Data Engineer,300000,USD,0,Medium
3862,5235,2023,Mid-Level,Full-Time,Data Engineer,210500,USD,0,Medium
3863,5236,2023,Mid-Level,Full-Time,Data Engineer,105300,USD,0,Medium
3864,5237,2023,Mid-Level,Full-Time,Data Engineer,158400,USD,0,Medium
3865,5238,2023,Mid-Level,Full-Time,Data Engineer,85800,USD,0,Medium
3866,5245,2023,Senior-Level,Full-Time,Data Scientist,156100,USD,0,Medium
3867,5246,2023,Senior-Level,Full-Time,Data Scientist,100400,USD,0,Medium
3868,5247,2023,Senior-Level,Full-Time,Data Analyst,134200,USD,0,Medium
3869,5248,2023,Senior-Level,Full-Time,Data Analyst,103200,USD,0,Medium
3870,5255,2023,Mid-Level,Full-Time,Data Analyst,95400,USD,100,Medium
3871,5256,2023,Mid-Level,Full-Time,Data Analyst,57800,USD,100,Medium
3872,5258,2023,Mid-Level,Full-Time,Data Scientist,86000,USD,0,Medium
3873,5259,2023,Executive-Level,Full-Time,Data Analyst,125000,USD,0,Medium
3874,5260,2023,Executive-Level,Full-Time,Data Analyst,87500,USD,0,Medium
3875,5265,2023,Senior-Level,Full-Time,Data Engineer,133200,USD,100,Medium
3876,5266,2023,Senior-Level,Full-Time,Data Engineer,84000,USD,100,Medium
3877,5267,2023,Senior-Level,Full-Time,Data Analyst,171000,USD,0,Medium
3878,5268,2023,Senior-Level,Full-Time,Data Analyst,93000,USD,0,Medium
3879,5269,2023,Senior-Level,Full-Time,Analytics Engineer,216450,USD,0,Medium
3880,5270,2023,Senior-Level,Full-Time,Analytics Engineer,123750,USD,0,Medium
3881,5271,2023,Senior-Level,Full-Time,Research Scientist,212800,USD,0,Large
3882,5272,2023,Senior-Level,Full-Time,Research Scientist,124100,USD,0,Large
3883,5273,2023,Mid-Level,Full-Time,Data Scientist,205000,USD,100,Medium
3884,5274,2023,Mid-Level,Full-Time,Data Scientist,166000,USD,100,Medium
3885,5275,2023,Senior-Level,Full-Time,Data Scientist,231650,USD,0,Medium
3886,5276,2023,Senior-Level,Full-Time,Data Scientist,189100,USD,0,Medium
3887,5281,2023,Senior-Level,Full-Time,Data Engineer,266875,USD,0,Medium
3888,5282,2023,Senior-Level,Full-Time,Data Engineer,128250,USD,0,Medium
3889,5283,2023,Mid-Level,Full-Time,Data Engineer,158600,USD,100,Medium
3890,5284,2023,Mid-Level,Full-Time,Data Engineer,115300,USD,100,Medium
3891,5285,2023,Senior-Level,Full-Time,Data Engineer,225300,USD,0,Medium
3892,5286,2023,Senior-Level,Full-Time,Data Engineer,197400,USD,0,Medium
3893,5287,2023,Entry-Level,Full-Time,Data Analyst,109900,USD,0,Medium
3894,5288,2023,Entry-Level,Full-Time,Data Analyst,61200,USD,0,Medium
3895,5289,2023,Senior-Level,Full-Time,Data Integration Engineer,161000,USD,100,Medium
3896,5290,2023,Senior-Level,Full-Time,Data Integration Engineer,75000,USD,100,Medium
3897,5291,2023,Mid-Level,Full-Time,Data Analyst,166000,USD,0,Medium
3898,5292,2023,Mid-Level,Full-Time,Data Analyst,73100,USD,0,Medium
3899,5293,2023,Mid-Level,Full-Time,Data Scientist,138510,USD,0,Medium
3900,5294,2023,Mid-Level,Full-Time,Data Scientist,95490,USD,0,Medium
3901,5295,2023,Mid-Level,Full-Time,Data Analyst,150000,USD,100,Medium
3902,5296,2023,Mid-Level,Full-Time,Data Analyst,110000,USD,100,Medium
3903,5297,2023,Senior-Level,Full-Time,Data Scientist,232200,USD,0,Medium
3904,5298,2023,Senior-Level,Full-Time,Data Scientist,133300,USD,0,Medium
3905,5299,2023,Senior-Level,Full-Time,Machine Learning Engineer,121463,USD,0,Medium
3906,5300,2023,Senior-Level,Full-Time,Machine Learning Engineer,78822,USD,0,Medium
3907,5301,2023,Senior-Level,Full-Time,Analytics Engineer,178250,USD,0,Medium
3908,5302,2023,Senior-Level,Full-Time,Analytics Engineer,110500,USD,0,Medium
3909,5303,2023,Senior-Level,Full-Time,AI Engineer,190000,USD,0,Medium
3910,5304,2023,Senior-Level,Full-Time,AI Engineer,160000,USD,0,Medium
3911,5305,2023,Senior-Level,Full-Time,Applied Scientist,216000,USD,100,Medium
3912,5306,2023,Senior-Level,Full-Time,Applied Scientist,184000,USD,100,Medium
3913,5307,2023,Senior-Level,Full-Time,Data Scientist,166000,USD,100,Medium
3914,5308,2023,Senior-Level,Full-Time,Data Scientist,104000,USD,100,Medium
3915,5311,2023,Senior-Level,Full-Time,Machine Learning Engineer,230000,USD,0,Medium
3916,5315,2023,Mid-Level,Full-Time,Business Intelligence Engineer,165600,USD,0,Large
3917,5316,2023,Mid-Level,Full-Time,Business Intelligence Engineer,65800,USD,0,Large
3918,5320,2023,Senior-Level,Full-Time,Data Analyst,82500,USD,0,Medium
3919,5321,2023,Senior-Level,Full-Time,Data Engineer,247250,USD,0,Medium
3920,5323,2023,Senior-Level,Full-Time,Machine Learning Scientist,169000,USD,0,Medium
3921,5324,2023,Senior-Level,Full-Time,Machine Learning Scientist,105500,USD,0,Medium
3922,5325,2023,Senior-Level,Full-Time,Data Scientist,195800,USD,0,Medium
3923,5327,2023,Senior-Level,Full-Time,Business Intelligence Engineer,108500,USD,100,Medium
3924,5328,2023,Senior-Level,Full-Time,Business Intelligence Engineer,78800,USD,100,Medium
3925,5329,2023,Senior-Level,Full-Time,Research Scientist,225000,USD,0,Medium
3926,5330,2023,Senior-Level,Full-Time,Research Scientist,166000,USD,0,Medium
3927,5333,2023,Mid-Level,Full-Time,Business Intelligence Manager,160000,USD,100,Medium
3928,5334,2023,Mid-Level,Full-Time,Business Intelligence Manager,110000,USD,100,Medium
3929,5338,2023,Mid-Level,Full-Time,Data Analyst,87500,USD,100,Medium
3930,5345,2023,Executive-Level,Full-Time,Data Engineer,135000,USD,0,Medium
3931,5346,2023,Executive-Level,Full-Time,Data Engineer,100000,USD,0,Medium
3932,5347,2023,Mid-Level,Full-Time,Machine Learning Engineer,105000,USD,100,Medium
3933,5348,2023,Mid-Level,Full-Time,Machine Learning Engineer,95000,USD,100,Medium
3934,5349,2023,Senior-Level,Full-Time,Analytics Engineer,289800,USD,0,Medium
3935,5350,2023,Senior-Level,Full-Time,Analytics Engineer,214200,USD,0,Medium
3936,5351,2023,Mid-Level,Full-Time,Data Engineer,167500,USD,0,Medium
3937,5352,2023,Mid-Level,Full-Time,Data Engineer,106500,USD,0,Medium
3938,5354,2023,Senior-Level,Full-Time,Data Scientist,146000,USD,0,Medium
3939,5355,2023,Senior-Level,Full-Time,Data Engineer,128000,USD,0,Medium
3940,5356,2023,Senior-Level,Full-Time,Data Engineer,81500,USD,0,Medium
3941,5359,2023,Senior-Level,Full-Time,Research Scientist,370000,USD,0,Medium
3942,5361,2023,Senior-Level,Full-Time,Analytics Engineer,175000,USD,100,Medium
3943,5362,2023,Senior-Level,Full-Time,Analytics Engineer,160000,USD,100,Medium
3944,5363,2023,Entry-Level,Full-Time,Data Integration Specialist,240000,USD,100,Medium
3945,5364,2023,Entry-Level,Full-Time,Data Integration Specialist,100000,USD,100,Medium
3946,5365,2023,Senior-Level,Full-Time,Data Scientist,180000,USD,0,Medium
3947,5367,2023,Senior-Level,Full-Time,Business Intelligence Engineer,143000,USD,0,Medium
3948,5368,2023,Senior-Level,Full-Time,Business Intelligence Engineer,127000,USD,0,Medium
3949,5369,2023,Mid-Level,Full-Time,Applied Scientist,249300,USD,0,Large
3950,5370,2023,Mid-Level,Full-Time,Applied Scientist,149300,USD,0,Large
3951,5375,2023,Senior-Level,Full-Time,Research Scientist,248100,USD,0,Medium
3952,5376,2023,Senior-Level,Full-Time,Research Scientist,145900,USD,0,Medium
3953,5377,2023,Senior-Level,Full-Time,Data Science Practitioner,170200,USD,0,Medium
3954,5378,2023,Senior-Level,Full-Time,Data Science Practitioner,83900,USD,0,Medium
3955,5382,2023,Senior-Level,Full-Time,Data Scientist,90000,USD,0,Medium
3956,5384,2023,Senior-Level,Full-Time,Data Scientist,94100,USD,0,Medium
3957,5385,2023,Senior-Level,Full-Time,Machine Learning Engineer,226600,USD,0,Medium
3958,5386,2023,Senior-Level,Full-Time,Machine Learning Engineer,140100,USD,0,Medium
3959,5395,2023,Senior-Level,Full-Time,Data Analyst,156000,USD,0,Medium
3960,5396,2023,Senior-Level,Full-Time,Data Analyst,124000,USD,0,Medium
3961,5398,2023,Senior-Level,Full-Time,Data Engineer,132600,USD,0,Medium
3962,5399,2023,Senior-Level,Full-Time,Research Engineer,308000,USD,0,Medium
3963,5400,2023,Senior-Level,Full-Time,Research Engineer,190400,USD,0,Medium
3964,5401,2023,Senior-Level,Full-Time,Data Architect,155000,USD,0,Medium
3965,5402,2023,Senior-Level,Full-Time,Data Architect,136000,USD,0,Medium
3966,5404,2023,Senior-Level,Full-Time,Data Engineer,75000,USD,100,Medium
3967,5405,2023,Senior-Level,Full-Time,Machine Learning Engineer,214500,USD,0,Medium
3968,5406,2023,Senior-Level,Full-Time,Machine Learning Engineer,132600,USD,0,Medium
3969,5407,2023,Mid-Level,Full-Time,Data Analyst,111000,USD,0,Medium
3970,5408,2023,Mid-Level,Full-Time,Data Analyst,104000,USD,0,Medium
3971,5411,2023,Mid-Level,Full-Time,Data Engineer,85000,USD,0,Medium
3972,5413,2023,Senior-Level,Full-Time,Data Scientist,180250,USD,100,Medium
3973,5414,2023,Senior-Level,Full-Time,Data Scientist,118000,USD,100,Medium
3974,5415,2023,Senior-Level,Full-Time,Data Scientist,212800,USD,0,Large
3975,5416,2023,Senior-Level,Full-Time,Data Scientist,111600,USD,0,Large
3976,5417,2023,Senior-Level,Full-Time,Data Analyst,157500,USD,100,Medium
3977,5418,2023,Senior-Level,Full-Time,Data Analyst,132500,USD,100,Medium
3978,5423,2023,Senior-Level,Full-Time,Business Intelligence Analyst,171000,USD,100,Medium
3979,5424,2023,Senior-Level,Full-Time,Business Intelligence Analyst,152000,USD,100,Medium
3980,5425,2023,Senior-Level,Full-Time,Machine Learning Engineer,223600,USD,0,Large
3981,5426,2023,Senior-Level,Full-Time,Machine Learning Engineer,115000,USD,0,Large
3982,5429,2023,Mid-Level,Full-Time,Business Intelligence Developer,140000,USD,100,Medium
3983,5430,2023,Mid-Level,Full-Time,Business Intelligence Developer,110000,USD,100,Medium
3984,5431,2023,Mid-Level,Full-Time,Data Scientist,130900,USD,0,Medium
3985,5432,2023,Mid-Level,Full-Time,Data Scientist,72700,USD,0,Medium
3986,5433,2023,Senior-Level,Full-Time,Machine Learning Engineer,333500,USD,0,Medium
3987,5434,2023,Senior-Level,Full-Time,Machine Learning Engineer,144000,USD,0,Medium
3988,5435,2023,Senior-Level,Full-Time,Business Intelligence Engineer,180000,USD,100,Medium
3989,5436,2023,Senior-Level,Full-Time,Business Intelligence Engineer,118200,USD,100,Medium
3990,5437,2023,Senior-Level,Full-Time,Data Architect,354200,USD,100,Medium
3991,5438,2023,Senior-Level,Full-Time,Data Architect,221800,USD,100,Medium
3992,5440,2023,Senior-Level,Full-Time,Data Analyst,73000,USD,0,Medium
3993,5441,2023,Senior-Level,Full-Time,Data Engineer,156600,USD,100,Medium
3994,5442,2023,Senior-Level,Full-Time,Data Engineer,137200,USD,100,Medium
3995,5443,2023,Mid-Level,Full-Time,Data Analyst,149000,USD,0,Medium
3996,5444,2023,Mid-Level,Full-Time,Data Analyst,65300,USD,0,Medium
3997,5445,2023,Mid-Level,Full-Time,Data Engineer,187000,USD,100,Medium
3998,5447,2023,Senior-Level,Full-Time,Data Analyst,119636,USD,0,Medium
3999,5448,2023,Senior-Level,Full-Time,Data Analyst,70374,USD,0,Medium
4000,5450,2023,Senior-Level,Full-Time,Data Analyst,67000,USD,100,Medium
4001,5451,2023,Senior-Level,Full-Time,Data Analyst,102000,USD,100,Medium
4002,5452,2023,Senior-Level,Full-Time,Data Analyst,94770,USD,100,Medium
4003,5455,2023,Entry-Level,Full-Time,Data Scientist,133000,USD,0,Medium
4004,5456,2023,Entry-Level,Full-Time,Data Scientist,58400,USD,0,Medium
4005,5457,2023,Senior-Level,Full-Time,Analytics Engineer,169900,USD,100,Medium
4006,5458,2023,Senior-Level,Full-Time,Analytics Engineer,164100,USD,100,Medium
4007,5463,2023,Entry-Level,Full-Time,Analytics Engineer,37473,USD,100,Medium
4008,5464,2022,Entry-Level,Full-Time,AI Research Engineer,37736,USD,100,Large
4009,5465,2023,Senior-Level,Full-Time,Machine Learning Engineer,180240,USD,0,Medium
4010,5466,2023,Senior-Level,Full-Time,Machine Learning Engineer,120160,USD,0,Medium
4011,5468,2023,Mid-Level,Full-Time,Data Scientist,93400,USD,0,Medium
4012,5471,2023,Senior-Level,Full-Time,Data Scientist,119000,USD,0,Medium
4013,5472,2023,Senior-Level,Full-Time,Data Scientist,71400,USD,0,Medium
4014,5475,2023,Senior-Level,Full-Time,Data Scientist,225100,USD,100,Medium
4015,5476,2023,Senior-Level,Full-Time,Data Scientist,140900,USD,100,Medium
4016,5481,2023,Mid-Level,Full-Time,ML Engineer,179000,USD,0,Medium
4017,5482,2023,Mid-Level,Full-Time,ML Engineer,144000,USD,0,Medium
4018,5483,2023,Entry-Level,Full-Time,Research Scientist,250800,USD,0,Medium
4019,5484,2023,Entry-Level,Full-Time,Research Scientist,167200,USD,0,Medium
4020,5485,2023,Mid-Level,Full-Time,Research Scientist,144000,USD,0,Medium
4021,5486,2023,Mid-Level,Full-Time,Research Scientist,76000,USD,0,Medium
4022,5487,2023,Executive-Level,Full-Time,Data Lead,230000,USD,0,Medium
4023,5488,2023,Executive-Level,Full-Time,Data Lead,180000,USD,0,Medium
4024,5489,2023,Entry-Level,Full-Time,Data Scientist,156450,USD,100,Medium
4025,5490,2023,Entry-Level,Full-Time,Data Scientist,119200,USD,100,Medium
4026,5491,2023,Senior-Level,Full-Time,Research Scientist,150000,USD,100,Medium
4027,5492,2023,Senior-Level,Full-Time,Research Scientist,130000,USD,100,Medium
4028,5493,2023,Executive-Level,Full-Time,Head of Data,247500,USD,0,Medium
4029,5494,2023,Executive-Level,Full-Time,Head of Data,172200,USD,0,Medium
4030,5498,2023,Senior-Level,Full-Time,Data Engineer,97500,USD,100,Medium
4031,5499,2023,Executive-Level,Full-Time,Research Scientist,220000,USD,0,Medium
4032,5500,2023,Executive-Level,Full-Time,Research Scientist,185000,USD,0,Medium
4033,5503,2023,Senior-Level,Full-Time,Research Scientist,303050,USD,0,Medium
4034,5504,2023,Senior-Level,Full-Time,Research Scientist,202350,USD,0,Medium
4035,5505,2023,Entry-Level,Full-Time,AI Engineer,21536,USD,50,Large
4036,5506,2023,Senior-Level,Full-Time,Data Scientist,201650,USD,0,Medium
4037,5507,2023,Senior-Level,Full-Time,Data Scientist,124600,USD,0,Medium
4038,5512,2023,Senior-Level,Full-Time,Data Analyst,145000,USD,0,Medium
4039,5514,2023,Mid-Level,Full-Time,Business Intelligence Engineer,89500,USD,100,Medium
4040,5515,2023,Mid-Level,Full-Time,Business Intelligence Engineer,65000,USD,100,Medium
4041,5516,2023,Senior-Level,Full-Time,Machine Learning Engineer,328400,USD,100,Medium
4042,5517,2023,Senior-Level,Full-Time,Machine Learning Engineer,205600,USD,100,Medium
4043,5520,2023,Entry-Level,Full-Time,Data Engineer,85000,USD,100,Medium
4044,5521,2023,Entry-Level,Full-Time,Data Engineer,61800,USD,100,Medium
4045,5522,2023,Mid-Level,Full-Time,Data Engineer,72328,USD,0,Medium
4046,5523,2023,Mid-Level,Full-Time,Data Engineer,68554,USD,0,Medium
4047,5524,2023,Entry-Level,Full-Time,Data Analyst,116000,USD,0,Medium
