,Title,Release Year,Age Restriction,Duration,Genre,Rating,Number of Votes,Meta Score,Language,Country of Origin,Companies,Budget,Gross (worldwide)
1337,Bee Movie,2007,PG,1h 31m,Animation~Adventure~Comedy,6.1,180K,54,English,United States~Canada,DreamWorks Animation~Columbus 81 Productions~Pacific Data Images (PDI),"$150,000,000","$293,514,336"
1338,Barbarian,2022,R,1h 42m,Horror~Mystery~Thriller,7.0,179K,78,English,United States~Bulgaria,BoulderLight Pictures~Dare Films~Hammerstone Studios,"$4,500,000","$45,352,337"
1339,Poltergeist,1982,PG,1h 54m,Horror~Thriller,7.3,179K,79,English,United States,Metro-Goldwyn-Mayer (MGM)~SLM Production Group,"$10,700,000","$77,231,990"
1340,Dr. No,1962,PG,1h 50m,Action~Adventure~Thriller,7.2,179K,78,English~French~Italian,United Kingdom,Eon Productions,"$1,000,000","$16,120,643"
1341,Exodus: Gods and Kings,2014,PG-13,2h 30m,Action~Adventure~Drama,6.0,179K,52,English,United Kingdom~Spain~United States,Chernin Entertainment~Scott Free Productions~Babieka,"$140,000,000","$268,175,631"
1342,Resident Evil: Afterlife,2010,R,1h 36m,Action~Horror~Sci-Fi,5.8,179K,37,English~Japanese~Spanish,Germany~Canada,Constantin Film~Davis Films~Impact Pictures,"$60,000,000","$300,228,084"
1343,Dune,1984,PG-13,2h 17m,Action~Adventure~Sci-Fi,6.3,179K,41,English,United States~Mexico,Dino De Laurentiis Company~Estudios Churubusco Azteca S.A.,"$40,000,000","$30,983,782"
1344,The Man in the Iron Mask,1998,PG-13,2h 12m,Action~Adventure~Drama,6.5,179K,49,English~Italian,United States~United Kingdom,United Artists,"$35,000,000","$182,968,902"
1345,The Promise,2016,PG-13,2h 13m,Action~Adventure~Drama,6.1,179K,49,English~Armenian~German~French~Turkish,Spain~United States,Babieka~Survival Pictures~Wonderful Films,"$90,000,000","$12,448,676"
1346,Team America: World Police,2004,R,1h 38m,Action~Comedy,7.2,178K,64,English~French~Klingon~Korean~Arabic,United States~Germany,Paramount Pictures~Scott Rudin Productions~MMDP Munich Movie Development & Production GmbH & Co. Project KG,"$32,000,000","$50,826,898"
1347,The Day the Earth Stood Still,2008,PG-13,1h 44m,Adventure~Drama~Sci-Fi,5.5,178K,40,English~Mandarin,United States~Canada,Twentieth Century Fox~3 Arts Entertainment~Dune Entertainment III,"$80,000,000","$233,093,859"
1348,Need for Speed,2014,PG-13,2h 12m,Action~Crime~Thriller,6.4,178K,39,English,United States~India,Dreamworks Pictures~Touchstone Pictures~Reliance Entertainment,"$66,000,000","$203,277,636"
1349,Lethal Weapon 3,1992,R,1h 58m,Action~Crime~Thriller,6.7,178K,40,English,United States,Warner Bros.~Silver Pictures,"$35,000,000","$321,731,527"
1350,Steve Jobs,2015,R,2h 2m,Biography~Drama,7.2,178K,82,English~Ukrainian,United Kingdom~United States~Japan,Universal Pictures~Legendary Entertainment~Scott Rudin Productions,"$30,000,000","$34,441,873"
1351,Wonder,2017,PG,1h 53m,Drama~Family,7.9,178K,66,English,United States~Hong Kong~Canada,Lionsgate Films~Participant~Walden Media,"$20,000,000","$315,025,930"
1352,The Waterboy,1998,PG-13,1h 30m,Comedy~Sport,6.1,178K,41,English,United States,Robert Simonds Productions~Touchstone Pictures~Waterboy Productions,"$23,000,000","$185,991,646"
1353,Road Trip,2000,R,1h 33m,Comedy,6.5,178K,55,English,United States,Dreamworks Pictures~The Montecito Picture Company,"$16,000,000","$119,754,278"
1354,Laal Singh Chaddha,2022,PG-13,2h 39m,Comedy~Drama~Romance,5.6,178K,46,Hindi~Punjabi~English,India,Aamir Khan Productions~Viacom18 Motion Pictures,"₹1,800,000,000","$12,093,536"
1355,Galaxy Quest,1999,PG,1h 42m,Adventure~Comedy~Sci-Fi,7.4,178K,70,English,United States,Dreamworks Pictures~Gran Via Productions,"$45,000,000","$90,683,916"
1356,The Cable Guy,1996,PG-13,1h 36m,Comedy~Drama~Thriller,6.1,178K,56,English~French,United States,Columbia Pictures~Brillstein-Grey Entertainment~Licht/Mueller Film Corporation,"$47,000,000","$102,825,796"
1357,Riddick,2013,R,1h 59m,Action~Adventure~Sci-Fi,6.4,178K,49,English,Canada~United States,Riddick Canada Productions~One Race Productions~Radar Pictures,"$38,000,000","$98,337,295"
1358,The Perfect Storm,2000,PG-13,2h 10m,Action~Adventure~Drama,6.5,178K,59,English,United States,Warner Bros.~Baltimore Spring Creek Productions~Radiant Productions,"$140,000,000","$328,718,434"
1359,Hitman,2007,R,1h 34m,Action~Crime~Thriller,6.2,178K,35,English~Russian~Serbo-Croatian,France~United States~United Kingdom,Twentieth Century Fox~EuropaCorp~Anka Film,"$24,000,000","$101,276,318"
1360,Blades of Glory,2007,PG-13,1h 33m,Comedy~Sport,6.3,178K,64,English~Japanese,United States,Dreamworks Pictures~Red Hour Films~Smart Entertainment,"$61,000,000","$145,710,347"
1361,Punch-Drunk Love,2002,R,1h 35m,Comedy~Drama~Romance,7.3,177K,78,English,United States,New Line Cinema~Revolution Studios~Ghoulardi Film Company,"$25,000,000","$24,679,535"
1362,Triangle of Sadness,2022,R,2h 27m,Comedy~Drama,7.3,177K,63,English~Swedish~German~French~Greek~Tagalog~Akan,United Kingdom~Sweden~Germany~Mexico~France~Turkey~Denmark~United States~Switzerland~Greece,Imperative Entertainment~Plattform Produktion~Neon,"€10,000,000","$26,214,659"
1363,The Founder,2016,PG-13,1h 55m,Biography~Drama,7.2,177K,66,English~Yiddish,United States~Greece~Italy~United Kingdom~Netherlands,The Weinstein Company~FilmNation Entertainment~Faliro House Productions,"$25,000,000","$24,121,245"
1364,Transporter 3,2008,PG-13,1h 44m,Action~Adventure~Thriller,6.1,177K,51,English~French~Ukrainian~Russian~Hungarian,France~United States~United Kingdom~Ukraine,EuropaCorp~TF1 Films Production~Grive Productions,"$30,000,000","$108,979,549"
1365,Alexander,2004,R,2h 55m,Action~Biography~Drama,5.6,177K,40,English,United States~United Kingdom~Germany~Netherlands~France~Italy~Morocco~Thailand,Warner Bros.~Intermedia Films~Pacifica Film,"$155,000,000","$167,298,192"
1366,Fantastic Four,2015,PG-13,1h 40m,Action~Adventure~Sci-Fi,4.3,176K,27,English~Spanish,United States~Germany~United Kingdom~Canada,Twentieth Century Fox~Constantin Film~Marvel Entertainment,"$120,000,000","$167,882,881"
1367,Last Night in Soho,2021,R,1h 56m,Drama~Horror~Mystery,7.0,176K,65,English,United Kingdom~China,Focus Features International (FFI)~Film4~Perfect World Pictures,"$43,000,000","$22,957,625"
1368,Immortals,2011,R,1h 50m,Action~Drama~Fantasy,6.0,176K,46,English~Greek,United States~Canada,Relativity Media~Virgin Produced~Mark Canton Productions,"$75,000,000","$226,904,017"
1369,King Arthur,2004,PG-13,2h 6m,Action~Adventure~Drama,6.3,176K,46,English~Latin~Irish Gaelic~Welsh~Gaelic,Ireland~United Kingdom~United States,Touchstone Pictures~Jerry Bruckheimer Films~Green Hills Productions,"$120,000,000","$203,567,857"
1370,Monsters vs. Aliens,2009,PG,1h 34m,Animation~Action~Adventure,6.4,176K,56,English~Portuguese,United States~Canada,9Go!~Ten Network~DreamWorks Home Entertainment,"$175,000,000","$381,509,870"
1371,She's the Man,2006,PG-13,1h 45m,Comedy~Romance~Sport,6.4,176K,45,English~French,United States~Canada,Dreamworks Pictures~Lakeshore Entertainment~Donners' Company,"$20,000,000","$57,194,667"
1372,Jack Reacher: Never Go Back,2016,PG-13,1h 58m,Action~Crime~Drama,6.1,175K,47,English~Ukrainian,China~United States,Paramount Pictures~Skydance Media~Dream Cars,"$60,000,000","$162,146,076"
1373,Annabelle,2014,R,1h 39m,Horror~Mystery~Thriller,5.4,175K,37,English,United States,New Line Cinema~RatPac-Dune Entertainment~Atomic Monster,"$6,500,000","$257,589,952"
1374,Scary Movie 2,2001,R,1h 23m,Comedy~Horror,5.3,175K,29,English,United States,Dimension Films~Wayans Bros. Entertainment~Gold/Miller Productions,"$45,000,000","$141,220,678"
1375,Bad Boys for Life,2020,R,2h 4m,Action~Comedy~Crime,6.5,175K,59,English~Spanish,United States,Columbia Pictures~2.0 Entertainment~Don Simpson/Jerry Bruckheimer Films,"$90,000,000","$426,505,244"
1376,27 Dresses,2008,PG-13,1h 51m,Comedy~Romance,6.1,175K,47,English,United States,Fox 2000 Pictures~Spyglass Entertainment~Dune Entertainment III,"$30,000,000","$162,655,351"
1377,The Last Airbender,2010,PG,1h 43m,Action~Adventure~Family,4.0,175K,20,English,United States,Paramount Pictures~Nickelodeon Movies~Blinding Edge Pictures,"$150,000,000","$319,713,881"
1378,Commando,1985,R,1h 30m,Action~Adventure~Thriller,6.7,175K,51,English,United States,SLM Production Group~Silver Pictures~Twentieth Century Fox,"$10,000,000","$57,491,000"
1379,Matilda,1996,PG,1h 42m,Comedy~Family~Fantasy,7.0,174K,72,English,United States,TriStar Pictures~Jersey Films,"$36,000,000","$33,460,154"
1380,Puss in Boots: The Last Wish,2022,PG,1h 42m,Animation~Action~Adventure,7.8,174K,73,English~Spanish,United States~Japan,DreamWorks Animation~Dentsu,"$90,000,000","$481,705,474"
1381,Beowulf,2007,PG-13,1h 55m,Animation~Action~Adventure,6.3,174K,59,English~Old English,United States~United Kingdom,Paramount Pictures~Shangri-La Entertainment~ImageMovers,"$150,000,000","$196,393,745"
1382,Johnny English,2003,PG,1h 27m,Action~Adventure~Comedy,6.2,174K,51,English~French~Japanese,United Kingdom~France,Universal Pictures~StudioCanal~Working Title Films,"$40,000,000","$160,466,000"
1383,Michael Clayton,2007,R,1h 59m,Crime~Drama~Mystery,7.2,174K,82,English,United States,Samuels Media~Castle Rock Entertainment~Mirage Enterprises,"$25,000,000","$92,991,835"
1384,Cinderella,1950,G,1h 14m,Animation~Family~Fantasy,7.3,174K,85,English,United States,Walt Disney Animation Studios,"$2,900,000","$96,383,330"
1385,"Definitely, Maybe",2008,PG-13,1h 52m,Comedy~Drama~Romance,7.1,173K,59,English,United Kingdom~France~Germany~United States,Universal Pictures~StudioCanal~Working Title Films,N/A,"$55,990,299"
1386,The King's Man,2021,R,2h 11m,Action~Adventure~Thriller,6.3,173K,44,English~Latin~German~French~Russian,United Kingdom~United States,20th Century Studios~Marv Films~Cloudy Productions,"$100,000,000","$125,897,478"
1387,Bridge to Terabithia,2007,PG,1h 36m,Drama~Family~Fantasy,7.2,173K,74,English,United States,Walden Media~Hal Lieberman Company~Lauren Levine Productions Inc.,"$17,000,000","$137,587,063"
1388,Thelma & Louise,1991,R,2h 10m,Adventure~Crime~Drama,7.6,173K,89,English,United States~United Kingdom~France,Pathé Entertainment~Percy Main~Star Partners III Ltd.,"$16,500,000","$45,471,770"
1389,The Lego Batman Movie,2017,PG,1h 44m,Animation~Action~Adventure,7.3,172K,75,English,United States~Denmark~Australia,Animal Logic~DC Entertainment~LEGO System A/S,"$80,000,000","$312,336,671"
1390,The Handmaiden,2016,Not Rated,2h 25m,Drama~Romance~Thriller,8.1,172K,85,Korean~Japanese,South Korea,CJ Entertainment~Moho Film~Yong Film,"₩10,000,000,000","$37,863,670"
1391,Lethal Weapon 4,1998,R,2h 7m,Action~Crime~Thriller,6.6,172K,39,English~Cantonese~Mandarin,United States,Warner Bros.~Silver Pictures~Donner/Shuler-Donner Productions,"$140,000,000","$285,444,603"
1392,Date Night,2010,PG-13,1h 28m,Comedy~Crime~Romance,6.3,172K,56,English~Hebrew,United States,Twentieth Century Fox~21 Laps Entertainment~Dune Entertainment,"$55,000,000","$152,263,880"
1393,Before Midnight,2013,R,1h 49m,Drama~Romance,7.9,172K,94,English~Greek~French,United States~Greece,Faliro House Productions~Venture Forth~Castle Rock Entertainment,"$3,000,000","$20,848,560"
1394,The Gift,2015,R,1h 48m,Drama~Mystery~Thriller,7.0,172K,77,English,United States~Australia~China,Blumhouse Productions~Ahimsa Films~Blue-Tongue Films,"$5,000,000","$58,980,521"
1395,X,2022,R,1h 45m,Horror~Mystery~Thriller,6.5,172K,80,English,United States~Canada,A24~BRON Studios~MAD SOLAR,"$1,000,000","$14,740,889"
1396,Flightplan,2005,PG-13,1h 38m,Drama~Mystery~Thriller,6.3,172K,53,English~French~German~Arabic~Italian~Japanese,United States,Touchstone Pictures~Imagine Entertainment,"$55,000,000","$223,387,299"
1397,Coach Carter,2005,PG-13,2h 16m,Biography~Drama~Sport,7.3,172K,57,English,United States~Germany,Coach Carter~MTV Films~Expedition Films,"$30,000,000","$76,669,554"
1398,The Hunchback of Notre Dame,1996,G,1h 31m,Animation~Drama~Family,7.0,171K,74,English~Latin,United States~Japan,Walt Disney Pictures~Walt Disney Animation Studios,"$100,000,000","$325,338,851"
1399,The Mechanic,2011,R,1h 33m,Action~Crime~Thriller,6.5,171K,49,English,United States~Germany,CBS Films~Millennium Films~Chartoff-Winkler Productions,"$40,000,000","$76,130,093"
1400,Raya and the Last Dragon,2021,PG,1h 47m,Animation~Action~Adventure,7.3,171K,74,English,United States,Walt Disney Animation Studios~Walt Disney Pictures,N/A,"$130,423,032"
1401,Scream 4,2011,R,1h 51m,Comedy~Horror~Mystery,6.2,171K,52,English,United States,Dimension Films~Corvus Corax Productions~Outerbanks Entertainment,"$40,000,000","$97,231,420"
1402,47 Ronin,2013,PG-13,2h 8m,Action~Drama~Fantasy,6.2,171K,28,English~Japanese,United States~United Kingdom~Japan~Hungary,Bluegrass Films~H2F Entertainment~Mid Atlantic Films,"$175,000,000","$151,783,839"
1403,The Ghost Writer,2010,PG-13,2h 8m,Crime~Drama~Mystery,7.2,171K,77,English,France~Germany~United Kingdom,R.P. Productions~France 2 Cinéma~Studio Babelsberg,"$45,000,000","$60,331,447"
1404,Wayne's World,1992,PG-13,1h 34m,Comedy~Music,7.0,171K,57,English~Cantonese,United States,Paramount Pictures,"$20,000,000","$183,097,323"
1405,The Mummy: Tomb of the Dragon Emperor,2008,PG-13,1h 52m,Action~Adventure~Fantasy,5.2,171K,31,English~Mandarin~Sanskrit,United States~Germany~China~Canada,Universal Pictures~Relativity Media~The Sommers Company,"$145,000,000","$403,449,830"
1406,The Punisher,2004,R,2h 4m,Action~Crime~Drama,6.4,170K,33,English,United States~Germany,Lionsgate Films~Marvel Enterprises~Valhalla Motion Pictures,"$33,000,000","$54,700,105"
1407,Network,1976,R,2h 1m,Drama,8.1,170K,83,English,United States,Metro-Goldwyn-Mayer (MGM),"$3,800,000","$23,692,346"
1408,Sin City: A Dame to Kill For,2014,R,1h 42m,Action~Crime~Thriller,6.5,170K,46,English,United States,Aldamisa Entertainment~Demarest Films~Dimension Films,"$65,000,000","$39,407,616"
1409,Pitch Perfect 2,2015,PG-13,1h 55m,Comedy~Music,6.4,170K,63,English~German,United States,Brownstone Productions (II)~Gold Circle Films~Universal Pictures,"$29,000,000","$287,144,079"
1410,The Nun,2018,R,1h 36m,Horror~Mystery~Thriller,5.3,170K,46,English~French~Romanian~Latin,United States,Atomic Monster~New Line Cinema~The Safran Company,"$22,000,000","$366,082,797"
1411,Fantastic Beasts: The Secrets of Dumbledore,2022,PG-13,2h 22m,Adventure~Family~Fantasy,6.2,170K,47,English~German~Latin,United Kingdom~United States,Warner Bros.~Heyday Films,"$200,000,000","$407,150,844"
1412,Saving Mr. Banks,2013,PG-13,2h 5m,Biography~Comedy~Drama,7.5,170K,65,English,United Kingdom~Australia~United States,Walt Disney Pictures~Ruby Films~Easy Tiger Productions,"$35,000,000","$117,867,984"
1413,Letters from Iwo Jima,2006,R,2h 21m,Action~Adventure~Drama,7.8,170K,89,Japanese~English,United States,Dreamworks Pictures~Warner Bros.~Malpaso Productions,"$19,000,000","$68,673,228"
1414,The Sorcerer's Apprentice,2010,PG,1h 49m,Action~Adventure~Family,6.1,170K,46,English~Cantonese~Ukrainian~Hindi,United States,Walt Disney Pictures~Jerry Bruckheimer Films~Saturn Films,"$150,000,000","$215,283,742"
1415,JFK,1991,R,3h 9m,Drama~History~Thriller,8.0,170K,72,English~Spanish,United States~France,Warner Bros.~Canal+~New Regency Productions,"$40,000,000","$205,405,498"
1416,Onward,2020,PG,1h 42m,Animation~Adventure~Comedy,7.4,170K,61,English,United States~Japan,Walt Disney Pictures~Pixar Animation Studios,"$175,000,000","$141,940,042"
1417,Once Upon a Time in Mexico,2003,R,1h 42m,Action~Crime~Thriller,6.3,170K,56,English~Spanish,United States,Columbia Pictures~Dimension Films~Troublemaker Studios,"$29,000,000","$98,769,390"
1418,Roma,2018,R,2h 15m,Drama,7.7,170K,96,Spanish~Mixtec~English~Japanese~German~French~Norwegian,Mexico~United States,Esperanto Filmoj~Participant~Pimienta Films,N/A,"$1,140,769"
1419,Allied,2016,R,2h 4m,Action~Drama~Romance,7.1,170K,60,English~French~German~Arabic,United Kingdom~United States~China,Paramount Pictures~Huahua Media~GK Films,"$85,000,000","$119,520,023"
1420,London Has Fallen,2016,R,1h 39m,Action~Thriller,5.9,169K,28,English~Italian~French~Japanese,United States~United Kingdom~Bulgaria,Millennium Films~G-BASE~Gramercy Pictures (I),"$60,000,000","$205,754,447"
1421,Grown Ups 2,2013,PG-13,1h 41m,Comedy,5.4,169K,19,English~Spanish~Ukrainian,United States,Columbia Pictures~Happy Madison Productions~Sony Pictures Releasing,"$80,000,000","$246,984,278"
1422,The Virgin Suicides,1999,R,1h 37m,Drama~Romance,7.2,169K,77,English,United States,American Zoetrope~Eternity Pictures~Muse Productions,"$9,000,000","$10,410,044"
1423,Halloween,2018,R,1h 46m,Crime~Horror~Thriller,6.5,169K,67,English,United States,Blumhouse Productions~Miramax~Night Blade Holdings,"$10,000,000","$259,939,869"
1424,Young Frankenstein,1974,PG,1h 46m,Comedy,8.0,169K,83,English~German,United States,Gruskoff/Venture Films~Crossbow Productions~Jouer Limited,"$2,800,000","$86,274,406"
1425,Adventureland,2009,R,1h 47m,Comedy~Drama~Romance,6.8,169K,76,English,United States,Miramax~Sidney Kimmel Entertainment~This Is That Productions,N/A,"$17,164,820"
1426,Transformers: The Last Knight,2017,PG-13,2h 34m,Action~Adventure~Sci-Fi,5.2,169K,27,English,United States~China~Canada,Paramount Pictures~Hasbro~Di Bonaventura Pictures,"$217,000,000","$605,425,157"
1427,A Christmas Story,1983,PG,1h 33m,Comedy~Family,7.9,169K,77,English,United States~Canada,Metro-Goldwyn-Mayer (MGM)~Christmas Tree Films,"$3,300,000","$20,791,797"
1428,Murder Mystery,2019,PG-13,1h 37m,Action~Comedy~Crime,6.0,168K,38,English~French~Latin~Spanish,United States~Italy~Canada,Netflix~Happy Madison Productions~Endgame Entertainment,N/A,N/A
1429,Buried,2010,R,1h 35m,Drama~Mystery~Thriller,7.0,168K,65,English~Arabic,Spain~United Kingdom~France~United States,Audiovisual Aval SGR~Avalis de Catalunya SGR~Generalitat de Catalunya - Institut Català de les Indústries Culturals (ICIC),"$3,000,000","$19,439,764"
1430,Dirty Harry,1971,R,1h 42m,Action~Crime~Thriller,7.7,168K,87,English,United States,The Malpaso Company,"$4,000,000","$35,988,495"
1431,Hard Candy,2005,R,1h 44m,Drama~Thriller,7.0,168K,58,English,United States,Lionsgate Films~Vulcan Productions~Launchpad Productions,"$950,000","$7,022,209"
1432,The Ballad of Buster Scruggs,2018,R,2h 13m,Comedy~Drama~Musical,7.2,168K,79,English~French,United States,Annapurna Pictures~Annapurna Television~Mike Zoss Productions,N/A,N/A
1433,Invictus,2009,PG-13,2h 14m,Biography~Drama~History,7.3,168K,74,English~Afrikaans~Maori~Zulu~Xhosa~Sotho,United States,Warner Bros.~Spyglass Entertainment~Revelations Entertainment,"$60,000,000","$122,426,792"
1434,Underworld: Rise of the Lycans,2009,R,1h 32m,Action~Fantasy~Thriller,6.5,168K,44,English,United States~New Zealand~Australia,Screen Gems~Lakeshore Entertainment~Lakeshore Entertainment,"$35,000,000","$92,158,961"
1435,Marley & Me,2008,PG,1h 55m,Drama~Family,7.0,168K,53,English,United States,Fox 2000 Pictures~New Regency Productions~Sunswept Entertainment,"$60,000,000","$255,743,968"
1436,We Need to Talk About Kevin,2011,R,1h 52m,Drama~Mystery~Thriller,7.5,168K,68,English,United Kingdom~United States~Spain,BBC Film~UK Film Council~Footprint Investment Fund,"$7,000,000","$9,232,318"
1437,The Running Man,1987,R,1h 41m,Action~Sci-Fi~Thriller,6.6,167K,45,English~Italian~Japanese,United States,TAFT Entertainment Pictures~Keith Barish Productions~Home Box Office (HBO),"$27,000,000","$38,122,105"
1438,Yesterday,2019,PG-13,1h 56m,Comedy~Fantasy~Music,6.8,167K,55,English~Portuguese~Japanese,United Kingdom~China~Japan~United States,Universal Pictures~Working Title Films~Perfect World Pictures,"$26,000,000","$154,608,856"
1439,One Day,2011,PG-13,1h 47m,Drama~Romance,7.0,167K,48,English,United States~United Kingdom,Focus Features~Random House Films~Film4,"$15,000,000","$59,389,433"
1440,Wild Wild West,1999,PG-13,1h 46m,Action~Comedy~Sci-Fi,4.9,167K,40,English,United States,"Peters Entertainment~Sonnenfeld Josephson Worldwide Entertainment~Todman, Simon, LeMasters Productions","$170,000,000","$222,104,681"
1441,RRR,2022,Not Rated,3h 7m,Action~Adventure~Drama,7.8,167K,83,Telugu~English~Hindi~Malayalam~Tamil~Kannada,India,DVV Entertainment,"₹3,500,000,000","$166,611,197"
1442,Spy Game,2001,R,2h 6m,Action~Crime~Thriller,7.1,167K,63,English~German~Arabic~French~Cantonese,United States~Germany~Japan~France~United Kingdom,Universal Pictures~Beacon Pictures~Kalima Productions GmbH & Co. KG,"$115,000,000","$143,049,560"
1443,Babylon,2022,R,3h 9m,Comedy~Drama~History,7.1,167K,61,English~Spanish~Italian~Cantonese~French~Hungarian,United States,Paramount Pictures~C2 Motion Picture Group~Marc Platt Productions,"$110,000,000","$63,562,440"
1444,Begin Again,2013,R,1h 44m,Comedy~Drama~Music,7.4,167K,62,English,United States,Exclusive Media Group~Sycamore Pictures~Apatow Productions,"$8,000,000","$84,142,811"
1445,Air,2023,R,1h 51m,Drama~Sport,7.4,167K,73,English,United States,Amazon Studios~Artists Equity~Mandalay Pictures,"$90,000,000","$90,060,106"
1446,The Rocky Horror Picture Show,1975,R,1h 40m,Comedy~Horror~Musical,7.4,167K,65,English,United Kingdom~United States,Twentieth Century Fox~Michael White Productions,"$1,200,000","$115,644,617"
1447,Sicario: Day of the Soldado,2018,R,2h 2m,Action~Crime~Drama,7.1,167K,61,English~Spanish~American Sign Language~Arabic~Somali~Spanish Sign Language,United States~Mexico,Columbia Pictures~Black Label Media~Thunder Road Pictures,"$35,000,000","$75,837,743"
1448,In the Mood for Love,2000,PG,1h 38m,Drama~Romance,8.1,167K,87,Cantonese~Shanghainese~French~Spanish,Hong Kong~France,Jet Tone Production~Block 2 Pictures~Paradis Films,N/A,"$15,062,886"
1449,The Princess and the Frog,2009,G,1h 37m,Animation~Adventure~Comedy,7.1,166K,73,English~French,United States~Japan,Walt Disney Animation Studios~Walt Disney Pictures,"$105,000,000","$267,056,816"
1450,Next,2007,PG-13,1h 36m,Action~Sci-Fi~Thriller,6.2,166K,42,English~French~German~Serbian,United States,Paramount Pictures~Revolution Studios~Initial Entertainment Group (IEG),"$70,000,000","$77,621,983"
1451,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,PG,1h 53m,Adventure~Family~Fantasy,6.3,166K,53,English,United States~United Kingdom~Canada~Australia~Germany,Fox 2000 Pictures~Walden Media~Dune Entertainment,"$155,000,000","$415,686,217"
1452,"Honey, I Shrunk the Kids",1989,PG,1h 33m,Adventure~Comedy~Family,6.4,166K,63,English,United States~Mexico,Walt Disney Pictures~Silver Screen Partners III~Doric Productions,"$18,000,000","$222,724,172"
1453,Tombstone,1993,R,2h 10m,Biography~Drama~History,7.8,166K,50,English~Latin~Spanish,United States,Hollywood Pictures~Cinergi Pictures Entertainment~Alphaville Films,"$25,000,000","$56,505,065"
1454,Four Weddings and a Funeral,1994,R,1h 57m,Comedy~Drama~Romance,7.1,166K,81,English~British Sign Language,United Kingdom,PolyGram Filmed Entertainment~Channel Four Films~Working Title Films,"$4,400,000","$245,700,832"
1455,The Skin I Live In,2011,R,2h,Drama~Horror~Mystery,7.6,166K,70,Spanish,Spain~United States,Blue Haze Entertainment~Canal+ España~El Deseo,"€10,002,914","$33,716,389"
1456,Trading Places,1983,R,1h 56m,Comedy,7.5,166K,69,English,United States,Paramount Pictures~Cinema Group Ventures,"$15,000,000","$90,404,800"
1457,War Horse,2011,PG-13,2h 26m,Action~Adventure~Drama,7.2,165K,72,English~German,United States~India,Dreamworks Pictures~Touchstone Pictures~Reliance Entertainment,"$66,000,000","$177,584,879"
1458,Kiki's Delivery Service,1989,G,1h 43m,Animation~Family~Fantasy,7.8,165K,85,Japanese~English,Japan,Kiki's Delivery Service Production Committee~Nibariki~Nippon Television Network (NTV),"¥800,000,000","$10,393,483"
1459,Nightmare Alley,2021,R,2h 30m,Crime~Drama~Thriller,7.0,165K,70,English~French,United States~Mexico~Canada,Searchlight Pictures~Searchlight Pictures~Double Dare You (DDY),"$60,000,000","$39,629,195"
1460,Wall Street,1987,R,2h 6m,Crime~Drama,7.3,165K,56,English,United States,Twentieth Century Fox~Amercent Films~American Entertainment Partners L.P.,"$15,000,000","$43,848,069"
1461,On the Waterfront,1954,Approved,1h 48m,Crime~Drama~Thriller,8.1,165K,91,English~Latin,United States,Horizon Pictures,"$910,000","$2,719"
1462,Saw IV,2007,R,1h 33m,Horror~Mystery~Thriller,5.9,165K,36,English,Canada~United States,Twisted Pictures~Ontario Production Services Tax Credit (OPSTC)~Canadian Film or Video Production Services Tax Credit (PSTC),"$10,000,000","$139,352,633"
1463,The Green Hornet,2011,PG-13,1h 59m,Action~Comedy~Crime,5.8,165K,39,English~Mandarin,United States,Columbia Pictures~Original Film~K/O Camera Toys,"$120,000,000","$227,817,248"
1464,CODA,2021,PG-13,1h 51m,Comedy~Drama~Music,8.0,165K,72,American Sign Language~English,France~Canada~United States,Apple Original Films~Vendôme Pictures~Pathé Films,"$10,000,000","$1,905,058"
1465,Bad Times at the El Royale,2018,R,2h 21m,Crime~Drama~Mystery,7.1,164K,60,English,United States,Goddard Textiles~TSG Entertainment~Twentieth Century Fox,"$32,000,000","$31,882,724"
1466,Hercules,2014,PG-13,1h 38m,Action~Adventure~Fantasy,6.0,164K,47,English,United States~Hungary,Paramount Pictures~Metro-Goldwyn-Mayer (MGM)~Flynn Picture Company,"$100,000,000","$244,819,862"
1467,The Disaster Artist,2017,R,1h 44m,Biography~Comedy~Drama,7.3,164K,76,English,United States,Good Universe~New Line Cinema~Point Grey Pictures,"$10,000,000","$29,820,616"
1468,From Hell,2001,R,2h 2m,Horror~Mystery~Thriller,6.7,164K,54,English,United States~United Kingdom~Czech Republic,Twentieth Century Fox~Underworld Pictures~Barrandov Studios,"$35,000,000","$74,558,115"
1469,Antz,1998,PG,1h 23m,Animation~Adventure~Comedy,6.5,164K,73,English,United States~United Kingdom,Dreamworks Pictures~Pacific Data Images (PDI)~DreamWorks Animation,"$105,000,000","$171,757,863"
1470,Scream 3,2000,R,1h 56m,Horror~Mystery,5.6,164K,56,English,United States,Dimension Films~Konrad Pictures~Craven-Maddalena Films,"$40,000,000","$161,834,276"
1471,Last Action Hero,1993,PG-13,2h 10m,Action~Adventure~Comedy,6.5,164K,44,English,United States,Columbia Pictures~Oak Productions,"$85,000,000","$137,298,489"
1472,The Orphanage,2007,R,1h 45m,Drama~Horror~Mystery,7.4,164K,74,Spanish,Spain~Mexico~France~Belgium,MEDIA Programme of the European Union~Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)~Generalitat de Catalunya - Institut Català de les Indústries Culturals (ICIC),"€3,400,000","$78,638,987"
